id,trade_date,fixed_asset_id,asset_detail_id,beginning_amt,acquisition,depreciation,disposal,net_book_value
BF00012315,2023-01-25,FA10061,AD10061,49780.62,35.41,17.3,2.42,49796.31
BF00012316,2023-01-26,FA10061,AD10061,49796.31,9.33,12.57,0.01,49793.06
BF00012317,2023-01-27,FA10061,AD10061,49793.06,3.85,32.13,0.37,49764.41
BF00012318,2023-01-30,FA10061,AD10061,49764.41,21.87,44.96,0.02,49741.3
BF00012319,2023-01-31,FA10061,AD10061,49741.3,2.45,52.2,2.63,49688.92
BF00012320,2023-02-01,FA10061,AD10061,49688.92,8.78,3.68,1.09,49692.93
BF00012321,2023-02-02,FA10061,AD10061,49692.93,19.41,18.04,0.52,49693.78
BF00012322,2023-02-03,FA10061,AD10061,49693.78,23.47,21.11,0.32,49695.82
BF00012323,2023-02-06,FA10061,AD10061,49695.82,7.43,19.92,0.99,49682.34
BF00012324,2023-02-07,FA10061,AD10061,49682.34,35.66,36.05,2.6,49679.35
BF00012325,2023-02-08,FA10061,AD10061,49679.35,6.93,29.54,1.46,49655.28
BF00012326,2023-02-09,FA10061,AD10061,49655.28,5.88,48.12,0.94,49612.1
BF00012327,2023-02-10,FA10061,AD10061,49612.1,6.21,12.01,0.97,49605.33
BF00012328,2023-02-13,FA10061,AD10061,49605.33,35.54,21.56,0.31,49619.0
BF00012329,2023-02-14,FA10061,AD10061,49619.0,33.6,29.21,1.38,49622.01
BF00012330,2023-02-15,FA10061,AD10061,49622.01,1.26,44.09,1.13,49578.05
BF00012331,2023-02-16,FA10061,AD10061,49578.05,27.78,44.44,1.94,49559.45
BF00012332,2023-02-17,FA10061,AD10061,49559.45,2.81,46.39,0.51,49515.36
BF00012333,2023-02-21,FA10061,AD10061,49515.36,2.88,28.02,0.37,49489.85
BF00012334,2023-02-22,FA10061,AD10061,49489.85,2.91,13.04,1.55,49478.17
BF00012335,2023-02-23,FA10061,AD10061,49478.17,31.72,39.2,1.97,49468.72
BF00012336,2023-02-24,FA10061,AD10061,49468.72,16.34,51.53,1.32,49432.21
BF00012337,2023-02-27,FA10061,AD10061,49432.21,21.3,15.4,2.1,49436.01
BF00012338,2023-02-28,FA10061,AD10061,49436.01,1.18,10.71,2.24,49424.24
BF00012339,2023-03-01,FA10061,AD10061,49424.24,34.45,1.21,2.44,49455.04
BF00012340,2023-03-02,FA10061,AD10061,49455.04,37.55,35.98,1.01,49455.6
BF00012341,2023-03-03,FA10061,AD10061,49455.6,8.99,29.42,2.41,49432.76
BF00012342,2023-03-06,FA10061,AD10061,49432.76,25.1,7.27,1.89,49448.7
BF00012343,2023-03-07,FA10061,AD10061,49448.7,25.95,10.77,1.66,49462.22
BF00012344,2023-03-08,FA10061,AD10061,49462.22,36.95,35.75,1.47,49461.95
BF00012345,2023-03-09,FA10061,AD10061,49461.95,18.5,23.54,0.05,49456.86
BF00012346,2023-03-10,FA10061,AD10061,49456.86,9.1,12.59,1.49,49451.88
BF00012347,2023-03-13,FA10061,AD10061,49451.88,13.78,32.7,2.07,49430.89
BF00012348,2023-03-14,FA10061,AD10061,49430.89,24.46,2.84,2.63,49449.88
BF00012349,2023-03-15,FA10061,AD10061,49449.88,18.07,0.87,1.15,49465.93
BF00012350,2023-03-16,FA10061,AD10061,49465.93,3.04,14.08,2.63,49452.26
BF00012351,2023-03-17,FA10061,AD10061,49452.26,30.87,15.63,0.46,49467.04
BF00012352,2023-03-20,FA10061,AD10061,49467.04,33.05,5.63,2.55,49491.91
BF00012353,2023-03-21,FA10061,AD10061,49491.91,18.29,6.2,1.57,49502.43
BF00012354,2023-03-22,FA10061,AD10061,49502.43,20.02,9.06,1.76,49511.63
BF00012355,2023-03-23,FA10061,AD10061,49511.63,18.8,39.11,1.53,49489.79
BF00012356,2023-03-24,FA10061,AD10061,49489.79,20.26,43.52,2.62,49463.91
BF00012357,2023-03-27,FA10061,AD10061,49463.91,3.92,9.8,0.12,49457.91
BF00012358,2023-03-28,FA10061,AD10061,49457.91,16.58,35.45,1.09,49437.95
BF00012359,2023-03-29,FA10061,AD10061,49437.95,17.12,12.61,2.33,49440.13
BF00012360,2023-03-30,FA10061,AD10061,49440.13,38.15,47.5,0.44,49430.34
BF00012361,2023-03-31,FA10061,AD10061,49430.34,1.86,14.52,1.52,49416.16
BF00012362,2023-04-03,FA10061,AD10061,49416.16,11.93,7.0,1.39,49419.7
BF00012363,2023-04-04,FA10061,AD10061,49419.7,18.96,23.7,2.15,49412.81
BF00012364,2023-04-05,FA10061,AD10061,49412.81,32.39,8.32,2.44,49434.44
BF00012365,2023-04-06,FA10061,AD10061,49434.44,17.64,10.71,0.69,49440.68
BF00012366,2023-04-10,FA10061,AD10061,49440.68,11.13,18.3,1.84,49431.67
BF00012367,2023-04-11,FA10061,AD10061,49431.67,20.47,35.67,1.46,49415.01
BF00012368,2023-04-12,FA10061,AD10061,49415.01,11.36,6.31,1.76,49418.3
BF00012369,2023-04-13,FA10061,AD10061,49418.3,20.97,15.34,0.53,49423.4
BF00012370,2023-04-14,FA10061,AD10061,49423.4,26.38,46.33,0.73,49402.72
BF00012371,2023-04-17,FA10061,AD10061,49402.72,20.29,14.78,1.46,49406.77
BF00012372,2023-04-18,FA10061,AD10061,49406.77,23.31,9.09,0.01,49420.98
BF00012373,2023-04-19,FA10061,AD10061,49420.98,1.48,28.8,1.91,49391.75
BF00012374,2023-04-20,FA10061,AD10061,49391.75,25.19,1.8,0.43,49414.71
BF00012375,2023-04-21,FA10061,AD10061,49414.71,37.08,43.4,2.48,49405.91
BF00012376,2023-04-24,FA10061,AD10061,49405.91,18.8,12.01,2.29,49410.41
BF00012377,2023-04-25,FA10061,AD10061,49410.41,30.69,7.17,1.66,49432.27
BF00012378,2023-04-26,FA10061,AD10061,49432.27,20.99,43.63,2.37,49407.26
BF00012379,2023-04-27,FA10061,AD10061,49407.26,26.92,45.49,2.63,49386.06
BF00012380,2023-04-28,FA10061,AD10061,49386.06,11.85,39.66,2.06,49356.19
BF00012381,2023-05-01,FA10061,AD10061,49356.19,36.97,12.66,1.67,49378.83
BF00012382,2023-05-02,FA10061,AD10061,49378.83,8.23,28.45,1.2,49357.41
BF00012383,2023-05-03,FA10061,AD10061,49357.41,6.08,52.31,2.16,49309.02
BF00012384,2023-05-04,FA10061,AD10061,49309.02,1.74,25.79,1.87,49283.1
BF00012385,2023-05-05,FA10061,AD10061,49283.1,20.69,51.26,1.26,49251.27
BF00012386,2023-05-08,FA10061,AD10061,49251.27,23.66,36.51,1.33,49237.09
BF00012387,2023-05-09,FA10061,AD10061,49237.09,24.83,45.61,0.61,49215.7
BF00012388,2023-05-10,FA10061,AD10061,49215.7,6.59,10.39,2.1,49209.8
BF00012389,2023-05-11,FA10061,AD10061,49209.8,24.91,50.02,2.34,49182.35
BF00012390,2023-05-12,FA10061,AD10061,49182.35,6.31,46.06,0.04,49142.56
BF00012391,2023-05-15,FA10061,AD10061,49142.56,28.87,42.38,0.3,49128.75
BF00012392,2023-05-16,FA10061,AD10061,49128.75,10.52,50.81,2.64,49085.82
BF00012393,2023-05-17,FA10061,AD10061,49085.82,16.14,42.58,0.47,49058.91
BF00012394,2023-05-18,FA10061,AD10061,49058.91,14.04,31.13,1.96,49039.86
BF00012395,2023-05-19,FA10061,AD10061,49039.86,14.06,35.02,1.28,49017.62
BF00012396,2023-05-22,FA10061,AD10061,49017.62,27.57,44.31,1.39,48999.49
BF00012397,2023-05-23,FA10061,AD10061,48999.49,38.15,40.44,0.29,48996.91
BF00012398,2023-05-24,FA10061,AD10061,48996.91,20.16,31.94,0.37,48984.76
BF00012399,2023-05-25,FA10061,AD10061,48984.76,15.33,32.28,1.54,48966.27
BF00012400,2023-05-26,FA10061,AD10061,48966.27,11.23,47.52,1.0,48928.98
BF00012401,2023-05-30,FA10061,AD10061,48928.98,23.88,0.54,2.12,48950.2
BF00012402,2023-05-31,FA10061,AD10061,48950.2,17.25,38.75,2.59,48926.11
BF00012403,2023-06-01,FA10061,AD10061,48926.11,29.55,30.53,2.16,48922.97
BF00012404,2023-06-02,FA10061,AD10061,48922.97,23.2,45.25,1.08,48899.84
BF00012405,2023-06-05,FA10061,AD10061,48899.84,15.75,11.09,1.28,48903.22
BF00012406,2023-06-06,FA10061,AD10061,48903.22,36.44,28.36,0.42,48910.88
BF00012407,2023-06-07,FA10061,AD10061,48910.88,0.43,6.89,1.85,48902.57
BF00012408,2023-06-08,FA10061,AD10061,48902.57,26.36,35.59,1.19,48892.15
BF00012409,2023-06-09,FA10061,AD10061,48892.15,15.71,41.23,2.28,48864.35
BF00012410,2023-06-12,FA10061,AD10061,48864.35,4.65,33.66,1.74,48833.6
BF00012411,2023-06-13,FA10061,AD10061,48833.6,3.54,29.95,0.45,48806.74
BF00012412,2023-06-14,FA10061,AD10061,48806.74,24.83,18.54,1.09,48811.94
BF00012413,2023-06-15,FA10061,AD10061,48811.94,5.65,34.54,1.8,48781.25
BF00012414,2023-06-16,FA10061,AD10061,48781.25,32.73,48.55,2.28,48763.15
BF00012415,2023-06-20,FA10061,AD10061,48763.15,11.89,38.94,0.93,48735.17
BF00012416,2023-06-21,FA10061,AD10061,48735.17,13.15,1.24,1.78,48745.3
BF00012417,2023-06-22,FA10061,AD10061,48745.3,25.24,27.46,0.46,48742.62
BF00012418,2023-06-23,FA10061,AD10061,48742.62,8.42,39.75,2.41,48708.88
BF00012419,2023-06-26,FA10061,AD10061,48708.88,0.27,27.21,1.53,48680.41
BF00012420,2023-06-27,FA10061,AD10061,48680.41,17.05,31.92,2.05,48663.49
BF00012421,2023-06-28,FA10061,AD10061,48663.49,20.18,49.21,1.06,48633.4
BF00012422,2023-06-29,FA10061,AD10061,48633.4,17.05,47.18,2.5,48600.77
BF00012423,2023-06-30,FA10061,AD10061,48600.77,17.51,4.39,1.92,48611.97
BF00012424,2023-07-03,FA10061,AD10061,48611.97,25.46,27.56,0.41,48609.46
BF00012425,2023-07-05,FA10061,AD10061,48609.46,32.34,33.59,1.46,48606.75
BF00012426,2023-07-06,FA10061,AD10061,48606.75,13.98,45.99,0.72,48574.02
BF00012427,2023-07-07,FA10061,AD10061,48574.02,30.21,14.33,2.22,48587.68
BF00012428,2023-07-10,FA10061,AD10061,48587.68,2.4,7.55,2.08,48580.45
BF00012429,2023-07-11,FA10061,AD10061,48580.45,18.36,32.23,1.32,48565.26
BF00012430,2023-07-12,FA10061,AD10061,48565.26,14.38,25.24,0.8,48553.6
BF00012431,2023-07-13,FA10061,AD10061,48553.6,17.82,13.91,2.27,48555.24
BF00012432,2023-07-14,FA10061,AD10061,48555.24,3.5,50.9,2.26,48505.58
BF00012433,2023-07-17,FA10061,AD10061,48505.58,5.31,17.14,1.34,48492.41
BF00012434,2023-07-18,FA10061,AD10061,48492.41,11.22,2.98,1.91,48498.74
BF00012435,2023-07-19,FA10061,AD10061,48498.74,10.46,3.17,0.76,48505.27
BF00012436,2023-07-20,FA10061,AD10061,48505.27,14.72,10.85,0.93,48508.21
BF00012437,2023-07-21,FA10061,AD10061,48508.21,17.48,6.3,2.51,48516.88
BF00012438,2023-07-24,FA10061,AD10061,48516.88,8.46,21.31,1.96,48502.07
BF00012439,2023-07-25,FA10061,AD10061,48502.07,23.68,4.34,0.19,48521.22
BF00012440,2023-07-26,FA10061,AD10061,48521.22,14.37,30.29,1.22,48504.08
BF00012441,2023-07-27,FA10061,AD10061,48504.08,2.3,22.04,1.05,48483.29
BF00012442,2023-07-28,FA10061,AD10061,48483.29,9.32,32.28,0.61,48459.72
BF00012443,2023-07-31,FA10061,AD10061,48459.72,21.42,53.4,2.65,48425.09
BF00012444,2023-08-01,FA10061,AD10061,48425.09,23.2,53.54,0.36,48394.39
BF00012445,2023-08-02,FA10061,AD10061,48394.39,30.58,22.51,0.84,48401.62
BF00012446,2023-08-03,FA10061,AD10061,48401.62,9.39,19.81,2.26,48388.94
BF00012447,2023-08-04,FA10061,AD10061,48388.94,21.5,36.79,0.35,48373.3
BF00012448,2023-08-07,FA10061,AD10061,48373.3,18.2,19.85,1.0,48370.65
BF00012449,2023-08-08,FA10061,AD10061,48370.65,32.44,42.01,1.69,48359.39
BF00012450,2023-08-09,FA10061,AD10061,48359.39,27.91,32.48,0.9,48353.92
BF00012451,2023-08-10,FA10061,AD10061,48353.92,5.05,10.77,1.09,48347.11
BF00012452,2023-08-11,FA10061,AD10061,48347.11,36.66,22.39,1.46,48359.92
BF00012453,2023-08-14,FA10061,AD10061,48359.92,13.58,46.62,2.54,48324.34
BF00012454,2023-08-15,FA10061,AD10061,48324.34,36.5,29.87,2.32,48328.65
BF00012455,2023-08-16,FA10061,AD10061,48328.65,10.91,38.32,0.3,48300.94
BF00012456,2023-08-17,FA10061,AD10061,48300.94,17.93,38.32,1.52,48279.03
BF00012457,2023-08-18,FA10061,AD10061,48279.03,21.05,26.03,1.74,48272.31
BF00012458,2023-08-21,FA10061,AD10061,48272.31,2.43,15.95,0.87,48257.92
BF00012459,2023-08-22,FA10061,AD10061,48257.92,27.36,32.19,0.7,48252.39
BF00012460,2023-08-23,FA10061,AD10061,48252.39,4.0,6.1,1.59,48248.7
BF00012461,2023-08-24,FA10061,AD10061,48248.7,6.28,32.25,1.1,48221.63
BF00012462,2023-08-25,FA10061,AD10061,48221.63,11.1,5.55,2.41,48224.77
BF00012463,2023-08-28,FA10061,AD10061,48224.77,36.73,48.68,0.44,48212.38
BF00012464,2023-08-29,FA10061,AD10061,48212.38,37.21,40.15,0.11,48209.33
BF00012465,2023-08-30,FA10061,AD10061,48209.33,18.71,9.78,2.39,48215.87
BF00012466,2023-08-31,FA10061,AD10061,48215.87,20.39,42.36,2.38,48191.52
BF00012467,2023-09-01,FA10061,AD10061,48191.52,8.1,39.18,1.11,48159.33
BF00012468,2023-09-05,FA10061,AD10061,48159.33,15.98,39.32,2.01,48133.98
BF00012469,2023-09-06,FA10061,AD10061,48133.98,37.64,18.1,2.25,48151.27
BF00012470,2023-09-07,FA10061,AD10061,48151.27,30.24,28.22,0.68,48152.61
BF00012471,2023-09-08,FA10061,AD10061,48152.61,26.67,31.62,1.74,48145.92
BF00012472,2023-09-11,FA10061,AD10061,48145.92,10.65,20.35,1.96,48134.26
BF00012473,2023-09-12,FA10061,AD10061,48134.26,29.18,30.25,0.95,48132.24
BF00012474,2023-09-13,FA10061,AD10061,48132.24,36.96,13.17,2.52,48153.51
BF00012475,2023-09-14,FA10061,AD10061,48153.51,37.78,47.23,2.57,48141.49
BF00012476,2023-09-15,FA10061,AD10061,48141.49,22.93,51.84,1.3,48111.28
BF00012477,2023-09-18,FA10061,AD10061,48111.28,6.15,17.64,0.2,48099.59
BF00012478,2023-09-19,FA10061,AD10061,48099.59,36.86,18.48,2.45,48115.52
BF00012479,2023-09-20,FA10061,AD10061,48115.52,20.7,11.67,1.39,48123.16
BF00012480,2023-09-21,FA10061,AD10061,48123.16,1.47,46.68,0.37,48077.58
BF00012481,2023-09-22,FA10061,AD10061,48077.58,3.12,8.82,1.95,48069.93
BF00012482,2023-09-25,FA10061,AD10061,48069.93,22.07,43.12,1.83,48047.05
BF00012483,2023-09-26,FA10061,AD10061,48047.05,31.94,44.93,0.37,48033.69
BF00012484,2023-09-27,FA10061,AD10061,48033.69,36.0,17.07,0.73,48051.89
BF00012485,2023-09-28,FA10061,AD10061,48051.89,36.11,41.93,2.3,48043.77
BF00012486,2023-09-29,FA10061,AD10061,48043.77,22.12,24.45,2.58,48038.86
BF00012487,2023-10-02,FA10061,AD10061,48038.86,37.52,18.81,1.08,48056.49
BF00012488,2023-10-03,FA10061,AD10061,48056.49,5.72,48.22,0.36,48013.63
BF00012489,2023-10-04,FA10061,AD10061,48013.63,3.62,24.48,0.94,47991.83
BF00012490,2023-10-05,FA10061,AD10061,47991.83,1.16,2.98,1.35,47988.66
BF00012491,2023-10-06,FA10061,AD10061,47988.66,29.6,34.25,0.8,47983.21
BF00012492,2023-10-09,FA10061,AD10061,47983.21,35.05,35.52,1.63,47981.11
BF00012493,2023-10-10,FA10061,AD10061,47981.11,32.11,34.26,0.02,47978.94
BF00012494,2023-10-11,FA10061,AD10061,47978.94,35.93,19.45,2.17,47993.25
BF00012495,2023-10-12,FA10061,AD10061,47993.25,20.96,36.63,2.25,47975.33
BF00012496,2023-10-13,FA10061,AD10061,47975.33,29.18,15.71,2.08,47986.72
BF00012497,2023-10-16,FA10061,AD10061,47986.72,12.87,25.07,0.81,47973.71
BF00012498,2023-10-17,FA10061,AD10061,47973.71,29.31,11.7,1.68,47989.64
BF00012499,2023-10-18,FA10061,AD10061,47989.64,28.79,33.1,0.97,47984.36
BF00012500,2023-10-19,FA10061,AD10061,47984.36,16.66,43.75,1.04,47956.23
BF00012501,2023-10-20,FA10061,AD10061,47956.23,1.67,5.27,1.89,47950.74
BF00012502,2023-10-23,FA10061,AD10061,47950.74,10.18,1.46,2.24,47957.22
BF00012503,2023-10-24,FA10061,AD10061,47957.22,33.85,41.09,2.21,47947.77
BF00012504,2023-10-25,FA10061,AD10061,47947.77,22.45,17.43,0.61,47952.18
BF00012505,2023-10-26,FA10061,AD10061,47952.18,15.49,17.48,1.75,47948.44
BF00012506,2023-10-27,FA10061,AD10061,47948.44,36.22,30.48,0.71,47953.47
BF00012507,2023-10-30,FA10061,AD10061,47953.47,14.01,26.27,1.67,47939.54
BF00012508,2023-10-31,FA10061,AD10061,47939.54,12.54,6.56,0.98,47944.54
BF00012509,2023-11-01,FA10061,AD10061,47944.54,29.46,41.05,2.1,47930.85
BF00012510,2023-11-02,FA10061,AD10061,47930.85,13.59,9.52,2.49,47932.43
BF00012511,2023-11-03,FA10061,AD10061,47932.43,17.06,44.59,0.77,47904.13
BF00012512,2023-11-06,FA10061,AD10061,47904.13,27.62,41.26,2.31,47888.18
BF00012513,2023-11-07,FA10061,AD10061,47888.18,16.45,9.03,1.97,47893.63
BF00012514,2023-11-08,FA10061,AD10061,47893.63,12.32,40.93,1.51,47863.51
BF00012515,2023-11-09,FA10061,AD10061,47863.51,0.59,35.68,1.4,47827.02
BF00012516,2023-11-10,FA10061,AD10061,47827.02,32.9,53.0,0.85,47806.07
BF00012517,2023-11-13,FA10061,AD10061,47806.07,20.14,38.42,0.54,47787.25
BF00012518,2023-11-14,FA10061,AD10061,47787.25,32.55,21.06,0.22,47798.52
BF00012519,2023-11-15,FA10061,AD10061,47798.52,23.62,33.47,1.9,47786.77
BF00012520,2023-11-16,FA10061,AD10061,47786.77,7.67,35.73,0.59,47758.12
BF00012521,2023-11-17,FA10061,AD10061,47758.12,13.89,40.25,1.32,47730.44
BF00012522,2023-11-20,FA10061,AD10061,47730.44,15.95,25.3,2.37,47718.72
BF00012523,2023-11-21,FA10061,AD10061,47718.72,28.28,44.68,1.79,47700.53
BF00012524,2023-11-22,FA10061,AD10061,47700.53,20.96,15.49,0.45,47705.55
BF00012525,2023-11-24,FA10061,AD10061,47705.55,24.34,52.0,1.95,47675.94
BF00012526,2023-11-27,FA10061,AD10061,47675.94,28.79,16.76,0.57,47687.4
BF00012527,2023-11-28,FA10061,AD10061,47687.4,10.47,2.03,2.08,47693.76
BF00012528,2023-11-29,FA10061,AD10061,47693.76,33.72,10.8,0.21,47716.47
BF00012529,2023-11-30,FA10061,AD10061,47716.47,17.33,50.06,0.38,47683.36
BF00012530,2023-12-01,FA10061,AD10061,47683.36,25.28,42.65,2.49,47663.5
BF00012531,2023-12-04,FA10061,AD10061,47663.5,8.34,23.72,0.75,47647.37
BF00012532,2023-12-05,FA10061,AD10061,47647.37,8.92,48.86,0.4,47607.03
BF00012533,2023-12-06,FA10061,AD10061,47607.03,28.1,13.31,0.57,47621.25
BF00012534,2023-12-07,FA10061,AD10061,47621.25,13.4,12.61,0.96,47621.08
BF00012535,2023-12-08,FA10061,AD10061,47621.08,33.49,6.96,2.23,47645.38
BF00012536,2023-12-11,FA10061,AD10061,47645.38,25.42,23.88,0.41,47646.51
BF00012537,2023-12-12,FA10061,AD10061,47646.51,25.44,27.75,0.04,47644.16
BF00012538,2023-12-13,FA10061,AD10061,47644.16,14.54,7.83,2.3,47648.57
BF00012539,2023-12-14,FA10061,AD10061,47648.57,34.51,6.19,0.8,47676.09
BF00012540,2023-12-15,FA10061,AD10061,47676.09,36.12,21.08,0.2,47690.93
BF00012541,2023-12-18,FA10061,AD10061,47690.93,9.86,12.56,0.07,47688.16
BF00012542,2023-12-19,FA10061,AD10061,47688.16,19.67,31.0,2.39,47674.44
BF00012543,2023-12-20,FA10061,AD10061,47674.44,34.68,28.3,1.39,47679.43
BF00012544,2023-12-21,FA10061,AD10061,47679.43,3.87,8.77,1.62,47672.91
BF00012545,2023-12-22,FA10061,AD10061,47672.91,11.38,0.72,1.64,47681.93
BF00012546,2023-12-26,FA10061,AD10061,47681.93,36.49,34.81,1.39,47682.22
BF00012547,2023-12-27,FA10061,AD10061,47682.22,18.54,41.72,2.05,47656.99
BF00012548,2023-12-28,FA10061,AD10061,47656.99,36.38,26.36,2.41,47664.6
BF00012549,2023-12-29,FA10061,AD10061,47664.6,14.54,31.07,1.71,47646.36
BF00012550,2024-01-02,FA10061,AD10061,47646.36,20.17,51.91,2.25,47612.37
BF00012551,2024-01-03,FA10061,AD10061,47612.37,17.36,41.44,0.03,47588.26
BF00012552,2024-01-04,FA10061,AD10061,47588.26,17.48,18.02,1.28,47586.44
BF00012553,2024-01-05,FA10061,AD10061,47586.44,35.09,45.9,1.61,47574.02
BF00012554,2024-01-08,FA10061,AD10061,47574.02,26.56,29.61,0.54,47570.43
BF00012555,2024-01-09,FA10061,AD10061,47570.43,36.16,28.17,0.43,47577.99
BF00012556,2024-01-10,FA10061,AD10061,47577.99,12.6,37.35,0.36,47552.88
BF00012557,2024-01-11,FA10061,AD10061,47552.88,38.0,23.18,0.76,47566.94
BF00012558,2024-01-12,FA10061,AD10061,47566.94,27.06,47.54,2.19,47544.27
BF00012559,2024-01-16,FA10061,AD10061,47544.27,5.02,9.03,0.07,47540.19
BF00012560,2024-01-17,FA10061,AD10061,47540.19,15.79,22.77,1.6,47531.61
BF00012561,2024-01-18,FA10061,AD10061,47531.61,9.51,3.5,0.18,47537.44
BF00012562,2024-01-19,FA10061,AD10061,47537.44,9.0,38.08,1.58,47506.78
BF00012563,2024-01-22,FA10061,AD10061,47506.78,35.54,14.59,0.67,47527.06
BF00012564,2024-01-23,FA10061,AD10061,47527.06,36.7,22.96,0.42,47540.38
BF00012565,2024-01-24,FA10061,AD10061,47540.38,0.54,47.85,1.24,47491.83
BF00012566,2024-01-25,FA10061,AD10061,47491.83,5.28,10.06,0.61,47486.44
BF00012567,2024-01-26,FA10061,AD10061,47486.44,10.62,0.12,1.01,47495.93
BF00012568,2024-01-29,FA10061,AD10061,47495.93,32.41,31.21,1.68,47495.45
BF00012569,2024-01-30,FA10061,AD10061,47495.45,23.37,23.62,2.49,47492.71
BF00012570,2024-01-31,FA10061,AD10061,47492.71,21.62,2.97,1.64,47509.72
BF00012571,2024-02-01,FA10061,AD10061,47509.72,22.88,15.99,1.35,47515.26
BF00012572,2024-02-02,FA10061,AD10061,47515.26,36.35,12.91,1.48,47537.22
BF00012573,2024-02-05,FA10061,AD10061,47537.22,10.55,14.07,1.26,47532.44
BF00012574,2024-02-06,FA10061,AD10061,47532.44,4.72,42.63,1.5,47493.03
BF00012575,2024-02-07,FA10061,AD10061,47493.03,23.24,16.45,1.52,47498.3
BF00012576,2024-02-08,FA10061,AD10061,47498.3,37.05,26.43,1.31,47507.61
BF00012577,2024-02-09,FA10061,AD10061,47507.61,27.15,14.33,2.1,47518.33
BF00012578,2024-02-12,FA10061,AD10061,47518.33,34.11,51.31,1.04,47500.09
BF00012579,2024-02-13,FA10061,AD10061,47500.09,34.27,41.79,0.29,47492.28
BF00012580,2024-02-14,FA10061,AD10061,47492.28,8.38,22.85,1.71,47476.1
BF00012581,2024-02-15,FA10061,AD10061,47476.1,26.21,39.24,2.12,47460.95
BF00012582,2024-02-16,FA10061,AD10061,47460.95,32.97,16.99,2.08,47474.85
BF00012583,2024-02-20,FA10061,AD10061,47474.85,3.87,4.44,0.67,47473.61
BF00012584,2024-02-21,FA10061,AD10061,47473.61,24.91,23.24,1.72,47473.56
BF00012585,2024-02-22,FA10061,AD10061,47473.56,10.4,30.48,2.66,47450.82
BF00012586,2024-02-23,FA10061,AD10061,47450.82,31.42,18.86,0.28,47463.1
BF00012587,2024-02-26,FA10061,AD10061,47463.1,8.53,21.67,1.39,47448.57
BF00012588,2024-02-27,FA10061,AD10061,47448.57,14.28,38.56,0.81,47423.48
BF00012589,2024-02-28,FA10061,AD10061,47423.48,25.88,48.34,2.11,47398.91
BF00012590,2024-02-29,FA10061,AD10061,47398.91,21.25,48.26,0.86,47371.04
BF00012591,2024-03-01,FA10061,AD10061,47371.04,4.59,31.08,1.95,47342.6
BF00012592,2024-03-04,FA10061,AD10061,47342.6,8.61,33.98,0.43,47316.8
BF00012593,2024-03-05,FA10061,AD10061,47316.8,33.87,28.76,0.18,47321.73
BF00012594,2024-03-06,FA10061,AD10061,47321.73,37.81,20.04,0.28,47339.22
BF00012595,2024-03-07,FA10061,AD10061,47339.22,26.53,39.85,0.69,47325.21
BF00012596,2024-03-08,FA10061,AD10061,47325.21,0.37,6.0,2.26,47317.32
BF00012597,2024-03-11,FA10061,AD10061,47317.32,28.42,48.26,0.4,47297.08
BF00012598,2024-03-12,FA10061,AD10061,47297.08,24.58,15.31,0.09,47306.26
BF00012599,2024-03-13,FA10061,AD10061,47306.26,15.75,11.81,2.27,47307.93
BF00012600,2024-03-14,FA10061,AD10061,47307.93,8.72,14.79,1.0,47300.86
BF00012601,2024-03-15,FA10061,AD10061,47300.86,6.34,43.82,1.57,47261.81
BF00012602,2024-03-18,FA10061,AD10061,47261.81,3.19,14.51,0.22,47250.27
BF00012603,2024-03-19,FA10061,AD10061,47250.27,24.44,32.9,2.41,47239.4
BF00012604,2024-03-20,FA10061,AD10061,47239.4,12.9,18.52,1.34,47232.44
BF00012605,2024-03-21,FA10061,AD10061,47232.44,19.81,35.43,0.24,47216.58
BF00012606,2024-03-22,FA10061,AD10061,47216.58,20.08,31.94,1.69,47203.03
BF00012607,2024-03-25,FA10061,AD10061,47203.03,23.22,53.86,0.97,47171.42
BF00012608,2024-03-26,FA10061,AD10061,47171.42,22.73,16.79,0.94,47176.42
BF00012609,2024-03-27,FA10061,AD10061,47176.42,19.85,18.88,1.09,47176.3
BF00012610,2024-03-28,FA10061,AD10061,47176.3,5.93,10.73,1.35,47170.15
BF00012611,2024-04-01,FA10061,AD10061,47170.15,1.03,25.04,1.65,47144.49
BF00012612,2024-04-02,FA10061,AD10061,47144.49,22.03,45.2,0.39,47120.93
BF00012613,2024-04-03,FA10061,AD10061,47120.93,16.18,11.39,2.01,47123.71
BF00012614,2024-04-04,FA10061,AD10061,47123.71,15.68,51.9,0.07,47087.42
BF00012615,2024-04-05,FA10061,AD10061,47087.42,16.44,0.71,1.86,47101.29
BF00012616,2024-04-08,FA10061,AD10061,47101.29,4.34,43.46,0.49,47061.68
BF00012617,2024-04-09,FA10061,AD10061,47061.68,6.85,37.33,1.19,47030.01
BF00012618,2024-04-10,FA10061,AD10061,47030.01,25.32,48.86,1.49,47004.98
BF00012619,2024-04-11,FA10061,AD10061,47004.98,19.64,28.17,1.72,46994.73
BF00012620,2024-04-12,FA10061,AD10061,46994.73,23.31,36.76,2.1,46979.18
BF00012621,2024-04-15,FA10061,AD10061,46979.18,4.95,2.67,1.37,46980.09
BF00012622,2024-04-16,FA10061,AD10061,46980.09,31.13,21.29,2.34,46987.59
BF00012623,2024-04-17,FA10061,AD10061,46987.59,14.25,41.6,2.54,46957.7
